FileName,LayerName,Group,Source,Categorical
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2004.tif,baselevels2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2005.tif,baselevels2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2006.tif,baselevels2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2007.tif,baselevels2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2008.tif,baselevels2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_2009.tif,baselevels2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\baselevels2\NDVI_baselevels2_Average.tif,baselevels2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2000.tif,browndownrates1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2001.tif,browndownrates1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2002.tif,browndownrates1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2003.tif,browndownrates1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2004.tif,browndownrates1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2005.tif,browndownrates1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2006.tif,browndownrates1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2007.tif,browndownrates1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2008.tif,browndownrates1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_2009.tif,browndownrates1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates1\NDVI_browndownrates1_Average.tif,browndownrates1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2000.tif,browndownrates2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2001.tif,browndownrates2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2002.tif,browndownrates2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2003.tif,browndownrates2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2004.tif,browndownrates2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2005.tif,browndownrates2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2006.tif,browndownrates2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2007.tif,browndownrates2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2008.tif,browndownrates2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_2009.tif,browndownrates2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndownrates2\NDVI_browndownrates2_Average.tif,browndownrates2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2000.tif,browndowns1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2001.tif,browndowns1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2002.tif,browndowns1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2003.tif,browndowns1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2004.tif,browndowns1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2005.tif,browndowns1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2006.tif,browndowns1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2007.tif,browndowns1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2008.tif,browndowns1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_2009.tif,browndowns1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns1\NDVI_browndowns1_Average.tif,browndowns1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2000.tif,browndowns2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2001.tif,browndowns2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2002.tif,browndowns2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2003.tif,browndowns2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2004.tif,browndowns2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2005.tif,browndowns2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2006.tif,browndowns2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2007.tif,browndowns2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2008.tif,browndowns2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_2009.tif,browndowns2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\browndowns2\NDVI_browndowns2_Average.tif,browndowns2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2000.tif,greenuprates1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2001.tif,greenuprates1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2002.tif,greenuprates1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2003.tif,greenuprates1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2004.tif,greenuprates1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2005.tif,greenuprates1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2006.tif,greenuprates1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2007.tif,greenuprates1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2008.tif,greenuprates1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_2009.tif,greenuprates1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates1\NDVI_greenuprates1_Average.tif,greenuprates1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2000.tif,greenuprates2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2001.tif,greenuprates2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2002.tif,greenuprates2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2003.tif,greenuprates2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2004.tif,greenuprates2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2005.tif,greenuprates2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2006.tif,greenuprates2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2007.tif,greenuprates2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2008.tif,greenuprates2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_2009.tif,greenuprates2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenuprates2\NDVI_greenuprates2_Average.tif,greenuprates2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2000.tif,greenups1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2001.tif,greenups1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2002.tif,greenups1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2003.tif,greenups1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2004.tif,greenups1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2005.tif,greenups1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2006.tif,greenups1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2007.tif,greenups1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2008.tif,greenups1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_2009.tif,greenups1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups1\NDVI_greenups1_Average.tif,greenups1_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2000.tif,greenups2_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2001.tif,greenups2_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2002.tif,greenups2_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2003.tif,greenups2_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2004.tif,greenups2_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2005.tif,greenups2_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2006.tif,greenups2_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2007.tif,greenups2_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2008.tif,greenups2_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_2009.tif,greenups2_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\greenups2\NDVI_greenups2_Average.tif,greenups2_Average,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2000.tif,landcover_2000,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2001.tif,landcover_2001,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2002.tif,landcover_2002,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2003.tif,landcover_2003,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2004.tif,landcover_2004,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2005.tif,landcover_2005,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2006.tif,landcover_2006,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2007.tif,landcover_2007,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2008.tif,landcover_2008,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_2009.tif,landcover_2009,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\landcover\NDVI_landcover_Average.tif,landcover_Average,MODIS Phenology,NDVI (230 m),Y
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2000.tif,largeintegrals1_2000,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2001.tif,largeintegrals1_2001,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2002.tif,largeintegrals1_2002,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2003.tif,largeintegrals1_2003,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2004.tif,largeintegrals1_2004,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2005.tif,largeintegrals1_2005,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2006.tif,largeintegrals1_2006,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2007.tif,largeintegrals1_2007,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2008.tif,largeintegrals1_2008,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_2009.tif,largeintegrals1_2009,MODIS Phenology,NDVI (230 m),N
\\IGSKBACBVMFS002\InvasivesNAS$\Phenology Share\FinalMosaics_WGS84Sinusoidal\MOD09Q1P_NDVI\largeintegrals1\NDVI_largeintegrals1_Average.tif,largeintegrals1_Average,MODIS Phenology,NDVI (230 m),N
